주차장관리번호	주차장명	경도	위도	주차장구분	주차장유형	주차장지번주소	주차장도로명주소	주차구획수	운영요일	평일운영시작시각	평일운영종료시각	토요일운영시작시각	토요일운영종료시각	공휴일운영시작시각	공휴일운영종료시각	요금정보	관리기관명	지역구분	지역구분_sub	지역중심좌표(X좌표)	지역중심좌표(Y좌표)	지역코드	연락처	수정일자
10841	범천동신암로	129.0524724	35.14819985	공영	노상	부산광역시 부산진구 범천동 1234-1번지	부산광역시 부산진구 신암로	179	평일+토요일+공휴일	8:00	21:00	8:00	21:00	8:00	21:00	유료	부산광역시 부산진구청	부산광역시	부산진구	129.0430601	35.16524533	26230	051-605-5882	2016-04-01
10842	국골구거복개주차장	129.0522618	36.43552708	공영	노외	경상북도 청송군 청송읍 월막리 491-10	경상북도 청송군 청송읍 국골1길 7	52	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	무료	경상북도 청송군청	경상북도	청송군	129.0574327	36.35707111	47750	054-870-6253	2016-06-10
10843	범일4동공영	129.0516079	35.14051494	공영	노외	부산광역시 동구 범일동 1424	부산광역시 동구 범곡서로 21 (범일동)	19	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10844	봉생병원옆	129.0505627	35.13086132	공영	노상	부산광역시 동구 좌천동 682	부산광역시 동구 중앙대로 401 (좌천동)	14	평일+토요일+공휴일	8:00	21:00	8:00	21:00	8:00	21:00	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10845	좌천1동공영	129.0505487	35.13327668	공영	노외	부산광역시 동구 좌천동 798	부산광역시 동구 증산로65번길 7(좌천동)	52	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10846	금진항 주차장	129.0503282	37.65386532	공영	노외	강원도 강릉시 옥계면 금진리 112		350	평일+토요일+공휴일							무료	강원도 강릉시청	강원도	강릉시	128.8322214	37.70920125	42150	033-640-5384	2014-12-31
10847	개성동천	129.0501389	35.15577311	공영	노외	부산광역시 부산진구 부전동 673	부산광역시 부산진구 신천대로165번길 23 (부전동)	48	평일+토요일	8:00	19:00	8:00	15:00			유료	부산시설공단	부산광역시	부산진구	129.0430601	35.16524533	26230	051-860-7701	2016-05-10
10848	신천지주유소 옆	129.0500281	35.15817929	공영	노상	부산광역시 부산진구 당감2동 883-1번지	부산광역시 부산진구 가야대로 703번가길36	30	평일+토요일+공휴일	8:00	21:00	8:00	21:00	8:00	21:00	유료	부산광역시 부산진구청	부산광역시	부산진구	129.0430601	35.16524533	26230	051-605-5882	2016-04-01
10849	범4-7(주거지)	129.0499951	35.13762247	공영	노외	부산광역시 동구 범일동 1403	부산광역시 동구 성북로36번길 13-12 (범일동)	9	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	무료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10850	범일초등공영	129.0496534	35.13957116	공영	노외	부산광역시 동구 범일4동 1411-3	부산광역시 동구 증산서로 55 (범일동)	91	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	부산시설공단	부산광역시	동구	129.0445861	35.1291866	26170	051-860-7701	2016-05-10
10851	범일초등공영	129.0496534	35.13957116	공영	노외	부산광역시 동구 범일동 1411	부산광역시 동구 증산서로 55 (범일동)	90	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10852	범일4동 제2공영	129.0495404	35.14346251	공영	노외	부산광역시 동구 범일동 1511	부산광역시 동구 범내로 34 (범일동)	28	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	유료	부산광역시 동구청	부산광역시	부산진구	129.0430601	35.16524533	26230	051-440-4742	2016-09-12
10853	부산일보사뒤	129.0486082	35.12973368	공영	노상	부산광역시 동구 수정동 1	부산광역시 동구 진성로 8 (수정동)	11	평일+토요일+공휴일	8:00	21:00	8:00	21:00	8:00	21:00	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10854	전자정보통신학원옆	129.0485696	35.13134562	공영	노외	부산광역시 동구 좌천동 94	부산광역시 동구 고관로141번길 18-4 (좌천동)	33	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10855	초량6동공영	129.0485696	35.13134562	공영	노외	부산광역시 동구 초량동 823	부산광역시 동구 고관로141번길 18-4 (좌천동	47	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10856	원도심공영주차장	129.0483587	35.3565859	공영	노외	경상남도 양산시 북부동 702-6(제2청사 앞)		38	평일+토요일+공휴일							무료	경상남도 양산시청	경상남도	양산시	129.0410367	35.40190499	48330	055-392-2882	2016-05-30
10857	성북공영주차장	129.0479509	35.13730018	공영	노외	부산광역시 동구 좌천동 910	부산광역시 동구 망양로860번길 3 (좌천동	47	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10858	북정동공영주차장	129.0478333	35.3599685	공영	노외	경상남도 양산시 북정동 586(삼성중학교 앞)		25	평일+토요일+공휴일							무료	경상남도 양산시청	경상남도	양산시	129.0410367	35.40190499	48330	055-392-2882	2016-05-30
10859	신선하나	129.0477633	35.0906319	공영	노외	부산광역시 영도구 신선동1가 196-5번지	부산광역시 영도구 한결길 209	42	평일+토요일+공휴일+일요일	0:00	0:00	0:00	0:00	0:00	0:00	유료	부산광역시 영도구청	부산광역시	영도구	129.0647471	35.07872012	26200	051-419-4522	2016-10-01
10860	우리아비바생명옆	129.0475557	35.12870251	공영	노상	부산광역시 동구 수정동 17	부산광역시 동구 중앙대로 361번길 14	7	평일+토요일+공휴일	8:00	21:00	8:00	21:00	8:00	21:00	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10861	조선생명뒤	129.0470526	35.12613367	공영	노상	부산광역시 동구 초량동 1150	부산광역시 동구 중앙대로332번길 7-12 (초량동)	18	평일+토요일+공휴일	8:00	21:00	8:00	21:00	8:00	21:00	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10862	진보주차장	129.0468449	36.5286512	공영	노상	경상북도 청송군 진보면 소재지	경상북도 청송군 진보면 소재지	81	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	무료	경상북도 청송군청	경상북도	청송군	129.0574327	36.35707111	47750	054-870-6253	2016-06-10
10863	신선동	129.0467623	35.0871974	공영	노외	부산광역시 영도구 신선동2가 136-1번지	부산광역시 영도구 하나길 472	25	평일+토요일+공휴일+일요일	0:00	0:00	0:00	0:00	0:00	0:00	유료	부산광역시 영도구청	부산광역시	영도구	129.0647471	35.07872012	26200	051-419-4522	2016-10-01
10864	수정초등공영	129.0467291	35.13126498	공영	노외	부산광역시 동구 수정동 464-2	부산광역시 동구 진성로 29  (수정동)	54	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	부산시설공단	부산광역시	동구	129.0445861	35.1291866	26170	051-860-7701	2016-05-10
10865	수정초등학교 지하공영주차장	129.0467291	35.13126498	공영	노외	부산광역시 동구 수정동 464	부산광역시 동구 진성로 29 (수정동)	52	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10866	금복주앞	129.0466866	35.12553427	공영	노상	부산광역시 동구 초량동 1150	부산광역시 동구 중앙대로332번길 9 (초량동)	9	평일+토요일+공휴일	8:00	21:00	8:00	21:00	8:00	21:00	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10867	명진빌딩1.2	129.0465389	35.12524118	공영	노상	부산광역시 동구 초량동 1154	부산광역시 동구 중앙대로332번길 8 (초량동)	11	평일+토요일+공휴일	8:00	21:00	8:00	21:00	8:00	21:00	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10868	명진빌딩뒤	129.0465389	35.12524118	공영	노상	부산광역시 동구 초량동 1154	부산광역시 동구 중앙대로332번길 8 (초량동)	11	평일+토요일+공휴일	8:00	21:00	8:00	21:00	8:00	21:00	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10869	좌천4동공영	129.0464824	35.13472964	공영	노외	부산광역시 동구 좌천동 952	부산광역시 동구 증산로8번길 9 (좌천동)	49	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10870	대교초등학교앞	129.0463426	35.094733	공영	노상	부산광역시 영도구 봉래동4가 18번지 인근	부산광역시 영도구 봉래나루로 246번길 19 인근	36	평일+토요일+공휴일	8:00	20:00	8:00	20:00	8:00	20:00	유료	부산광역시 영도구청	부산광역시	영도구	129.0647471	35.07872012	26200	051-419-4522	2016-10-01
10871	농협 뒤 구거복개 주차장	129.0462596	36.52837458	공영	노외	경상북도 청송군 진보면 진안리 187-12	경상북도 청송군 진보면 진안남 2길 7	106	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	무료	경상북도 청송군청	경상북도	청송군	129.0574327	36.35707111	47750	054-870-6253	2016-06-10
10872	신선3동 공영	129.0460909	35.08065516	공영	노외	부산광역시 영도구 영마루길 143	부산광역시 영도구 영마루길 143  (신선동3가)	85	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	부산시설공단	부산광역시	영도구	129.0647471	35.07872012	26200	051-860-7701	2016-05-10
10873	구 우시장주차장	129.0459791	36.52823524	공영	노외	경상북도 청송군 진보면 진안리 126-34	경상북도 청송군 진보면 진안남2길 5	70	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	무료	경상북도 청송군청	경상북도	청송군	129.0574327	36.35707111	47750	054-870-6253	2016-06-10
10874	수정5동공영	129.0456733	35.13711518	공영	노외	부산광역시 동구 수정동 410	부산광역시 동구 수정공원북로 7 (수정동)	49	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10875	동구청 공영	129.0452977	35.12929577	공영	노외	부산광역시 동구 수정동 806-74	부산광역시 동구 구청로1 (수정동)	142	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10876	수정변전소	129.0450093	35.12320153	공영	노상	부산광역시 동구 초량동 1159	부산광역시 동구 중앙대로296번길 7-3 (초량동)	13	평일+토요일+공휴일	8:00	21:00	8:00	21:00	8:00	21:00	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10877	동점초등학교옆	129.0443329	37.0961645	공영	노외	강원도 태백시 동점동 498-101	강원도 태백시 방터골길 27	47	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	태백시청	강원도	태백시	128.9800625	37.17236519	42190	033-550-2105	2016-10-20
10878	봉래시장	129.0438271	35.0929268	공영	노외	부산광역시 영도구 봉래동3가 22-2번지	부산광역시 영도구 대교로 9	23	평일+토요일+공휴일+일요일	0:00	0:00	0:00	0:00	0:00	0:00	유료	부산광역시 영도구청	부산광역시	영도구	129.0647471	35.07872012	26200	051-413-3110	2016-10-01
10879	초량3동-업무지5구간	129.0436664	35.12072975	공영	노상	부산광역시 동구 초량동 1168	부산광역시 동구 중앙대로260번길 3-8 (초량동	3	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	무료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10880	제1지하도옆	129.0434347	35.11900702	공영	노상	부산광역시 동구 초량동 1188	부산광역시 동구 중앙대로248번길 7-6 (초량동	21	평일+토요일+공휴일	8:00	21:00	8:00	21:00	8:00	21:00	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10881	진로창고옆	129.0431941	35.11991224	공영	노상	부산광역시 동구 초량동 1168	부산광역시 동구 중앙대로260번길 3-2 (초량동)	11	평일+토요일+공휴일	8:00	21:00	8:00	21:00	8:00	21:00	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10882	영선대로 지하공영	129.0431855	35.0904008	공영	노외	부산광역시 영도구 영선동1가 46-3	부산광역시 영도구 영선대로 107 (영선동1가)	122	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	부산시설공단	부산광역시	영도구	129.0647471	35.07872012	26200	051-412-6354	2016-05-10
10883	모정장앞	129.0431338	35.11837406	공영	노상	부산광역시 동구 초량동 1195	부산광역시 동구 중앙대로248번길 14 (초량동)	8	평일+토요일+공휴일	8:00	21:00	8:00	21:00	8:00	21:00	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10884	금성빌딩앞	129.0429384	35.11845666	공영	노상	부산광역시 동구 초량동 1195	부산광역시 동구 중앙대로236번길 7-12 (초량동)	10	평일+토요일+공휴일	8:00	21:00	8:00	21:00	8:00	21:00	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10885	수성초등학교 지하공영	129.0427218	35.13455159	공영	노외	부산광역시 동구 수정동 488-3	부산광역시 동구 망양로 807 (수정동)	54	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	부산시설공단	부산광역시	동구	129.0445861	35.1291866	26170	051-860-7701	2016-05-10
10886	수성초등학교지하공영주차장	129.0427218	35.13455159	공영	노외	부산광역시 동구 수정동 488	부산광역시 동구 망양로 807 (수정동)	54	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10887	왕자빌딩앞	129.0425136	35.11725625	공영	노상	부산광역시 동구 초량동 1196	부산광역시 동구 중앙대로226번길 13-7 (초량동)	14	평일+토요일+공휴일	8:00	21:00	8:00	21:00	8:00	21:00	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10888	수정2동제2공영	129.0419229	35.13014573	공영	노외	부산광역시 동구 수정동 785	부산광역시 동구 수정로 54-1 (수정동)	38	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10889	수2-2(주거지)	129.0418955	35.13273796	공영	노외	부산광역시 동구 수정동 608	부산광역시 동구 수성남로 28-1 (수정동)	4	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	무료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10890	수정4동공영	129.0416731	35.1273455	공영	노외	부산광역시 동구 수정동 968	부산광역시 동구 망양로694번길 7-1 (수정동)	37	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10891	정발장군 동상앞	129.0415132	35.11970988	공영	노외	부산광역시 동구 초량3동 45-16외		20	평일+토요일+공휴일	8:00	19:00	8:00	19:00	10:00	18:00	유료	부산시설공단	부산광역시	동구	129.0445861	35.1291866	26170	051-860-7701	2016-05-10
10892	정발장군동상앞 공영주차장	129.0412774	35.11870094	공영	노외	부산광역시 동구 초량동 45	부산광역시 동구 중앙대로 243 (초량동)	20	평일+토요일+공휴일	8:00	23:59	8:00	23:59	8:00	23:59	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10893	철암 후미끼리	129.0411441	37.1142688	공영	노외	강원도 태백시 철암동 331-3	강원도 태백시 마산등길 32	10	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	태백시청	강원도	태백시	128.9800625	37.17236519	42190	033-550-2105	2016-10-20
10894	남항시장	129.0405967	35.0883395	공영	노외	부산광역시 영도구 남항동2가 267번지	부산광역시 영도구 절영로93번길 41	66	평일+토요일+공휴일+일요일	0:00	0:00	0:00	0:00	0:00	0:00	유료	부산광역시 영도구청	부산광역시	영도구	129.0647471	35.07872012	26200	051-414-9500	2016-10-01
10895	수정산(동여중)공영	129.0404701	35.13294221	공영	노외	부산광역시 동구 수정동 600	부산광역시 동구 수정공원로 89 (수정동)	52	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10896	인제병원앞	129.0402094	35.0930681	공영	노상	부산광역시 영도구 봉래동1가 208-1번지 인근	부산광역시 영도구 대교로46번길 22-6 인근	29	평일+토요일+공휴일	8:00	20:00	8:00	20:00	8:00	20:00	유료	부산광역시 영도구청	부산광역시	영도구	129.0647471	35.07872012	26200	051-419-4522	2016-10-01
10897	동구공영주차빌딩	129.0402008	35.11352832	공영	노외	부산광역시 동구 초량동 1204	부산광역시 동구 중앙대로 196번길 12-12(초량동)	150	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10898	부산일보별관	129.0401886	35.11286526	공영	노상	부산광역시 동구 초량동 1213	부산광역시 동구 중앙대로180번길 12 (초량동)	37	평일+토요일+공휴일	8:00	21:00	8:00	21:00	8:00	21:00	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10899	북부동제3공영주차장	129.0400381	35.3468916	공영	노외	경상남도 양산시 북부동 178-8(양산주유소 앞)		32	평일+토요일+공휴일							유료	경상남도 양산시시설관리공단	경상남도	양산시	129.0410367	35.40190499	48330	055-379-8533	2016-05-30
10900	삼성 공영주차장	129.0397741	35.21242218	공영	노외	부산광역시 북구 만덕동 783-4		31	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	부산북구청	부산광역시	북구	129.0234417	35.22923482	26320	051-309-4502	2015-08-31
10901	삼성 공영주차장	129.0397741	35.21242218	공영	노외	부산광역시 북구 만덕동 783-4		31	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	부산북구청	부산광역시	북구	129.0234417	35.22923482	26320	051-309-4502	2016-09-30
10902	삼성 공영주차장	129.0397741	35.21242218	공영	노외	부산광역시 북구 만덕동 783-4		31	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	부산북구청	부산광역시	북구	129.0234417	35.22923482	26320	051-309-4502	2016-06-07
10903	절영해안산책로앞	129.0397242	35.0811807	공영	노상	부산광역시 영도구 영선동4가 186-66번지 인근	부산광역시 영도구 해안산책길 52 인근	103	평일+토요일+공휴일	8:00	20:00	8:00	20:00	8:00	20:00	유료	부산광역시 영도구청	부산광역시	영도구	129.0647471	35.07872012	26200	051-419-4522	2016-10-01
10904	수정2동공영	129.0391654	35.1305959	공영	노외	부산광역시 동구 수정동 771	부산광역시 동구 수정공원로 41 (수정동)	28	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10905	중앙동 KT뒤 공영주차장	129.0390106	35.11153694	공영	노상	부산광역시 중구 중앙동4가 75-1	부산광역시 중구 충장대로5번길 72	59	평일	9:00	20:00					유료	부산광역시중구청	부산광역시	동구	129.0445861	35.1291866	26170	051-600-4556	2016-09-19
10906	중부동제2공영주차장	129.0389991	35.3422914	공영	노외	경상남도 양산시 중부동 412-1(구.교육청 앞)		22	평일+토요일+공휴일							무료	경상남도 양산시청	경상남도	양산시	129.0410367	35.40190499	48330	055-392-2882	2016-05-30
10907	국일주택뒤	129.0389585	35.1284546	공영	노상	부산광역시 동구 수정동 1178	부산광역시 동구 수정공원상로20번길 7 (수정동)	60	평일+토요일+공휴일	8:00	21:00	8:00	21:00	8:00	21:00	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10908	마린센터 공영주차장	129.0389049	35.11011486	공영	노상	부산광역시 중구 중앙동4가 79-1	부산광역시 중구 충장대로9번길 52	45	평일	9:00	20:00					유료	부산광역시중구청	부산광역시	중구	129.0315402	35.10547796	26110	051-600-4556	2016-09-19
10909	수정1동공영	129.0389031	35.12482562	공영	노외	부산광역시 동구 수정동 1043	부산광역시 동구 홍곡남로 15 (수정동)	54	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10910	북부동제1공영주차장	129.0388963	35.3447731	공영	노외	경상남도 양산시 북부동 416-3(양산성당 앞)		87	평일+토요일+공휴일							유료	경상남도 양산시시설관리공단	경상남도	양산시	129.0410367	35.40190499	48330	055-379-8533	2016-05-30
10911	남부동공영주차장	129.03885	35.3412161	공영	노외	경상남도 양산시 남부동 278(남부동 마을회관)		10	평일+토요일+공휴일							무료	경상남도 양산시청	경상남도	양산시	129.0410367	35.40190499	48330	055-392-2882	2016-05-30
10912	봉래동물양장	129.0386468	35.0941836	공영	노상	부산광역시 영도구 봉래동1가 1-2번지 인근	부산광역시 영도구 봉래나루로 79 인근	77	평일+토요일+공휴일	8:00	20:00	8:00	20:00	8:00	20:00	유료	부산광역시 영도구청	부산광역시	영도구	129.0647471	35.07872012	26200	051-419-4522	2016-10-01
10913	부산고등학교입구	129.0386366	35.1208217	공영	노상	부산광역시 동구 초량동 667	부산광역시 동구 홍곡로 7-1 (초량동)	16	평일+토요일+공휴일	8:00	21:00	8:00	21:00	8:00	21:00	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10914	동구체육공원	129.0385856	35.1323287	공영	노외	부산광역시 동구 수정동 711	부산광역시 동구 수정공원중로 22 (수정동)	51	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10915	객화차담 밑 공영주차장	129.0384476	35.10760288	공영	노상	부산광역시 중구 중앙동4가 90-1	부산광역시 중구 충장대로13번길 40	65	평일	9:00	20:00					유료	부산광역시중구청	부산광역시	중구	129.0315402	35.10547796	26110	051-600-4556	2016-09-19
10916	다방공영화물주차장	129.0382649	35.332631	공영	노외	경상남도 양산시 다방동 436-2 일원(다방동 고가다리 밑 일원)		106	평일+토요일+공휴일							유료	경상남도 양산시시설관리공단	경상남도	양산시	129.0410367	35.40190499	48330	055-379-8533	2016-05-30
10917	신만덕사거리 공영주차장	129.0381215	35.20921666	공영	노외	부산광역시 북구 만덕동 872-1		18	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	부산북구청	부산광역시	북구	129.0234417	35.22923482	26320	051-309-4502	2015-08-31
10918	신만덕사거리 공영주차장	129.0381215	35.20921666	공영	노외	부산광역시 북구 만덕동 872-1		18	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	부산북구청	부산광역시	북구	129.0234417	35.22923482	26320	051-309-4502	2016-09-30
10919	신만덕사거리 공영주차장	129.0381215	35.20921666	공영	노외	부산광역시 북구 만덕동 872-1		18	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	부산북구청	부산광역시	북구	129.0234417	35.22923482	26320	051-309-4502	2016-06-07
10920	초량1동업무지	129.0380538	35.11451248	공영	노상	부산광역시 동구 초량동 1109	부산광역시 동구 대영로239번길 56-1 (초량동)	25	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	무료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10921	북부동제2공영주차장	129.0380333	35.34478	공영	노외	경상남도 양산시 북부동 436(신신장 옆)		35	평일+토요일+공휴일							유료	경상남도 양산시시설관리공단	경상남도	양산시	129.0410367	35.40190499	48330	055-379-8533	2016-05-30
10922	차이나타운	129.0379841	35.1152382	공영	노외	부산광역시 동구 초량동 545	부산광역시 동구 중앙대로195번길 23 (초량동)	50	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10923	현내 1 주차장	129.0379173	37.61134104	공영	노외	강원도 강릉시 옥계면 현내리 1232-16	강원도 강릉시 옥계면 현내시장길 41	70	평일+토요일+공휴일							무료	강원도 강릉시청	강원도	강릉시	128.8322214	37.70920125	42150	033-640-5384	2014-12-31
10924	현내 2 주차장	129.0379173	37.61134104	공영	노외	강원도 강릉시 옥계면 현내리 1232-16	강원도 강릉시 옥계면 현내시장길 41	120	평일+토요일+공휴일							무료	강원도 강릉시청	강원도	강릉시	128.8322214	37.70920125	42150	033-640-5384	2014-12-31
10925	현내 3 주차장	129.0379173	37.61134104	공영	노외	강원도 강릉시 옥계면 현내리 1232-16	강원도 강릉시 옥계면 현내시장길 41	550	평일+토요일+공휴일							무료	강원도 강릉시청	강원도	강릉시	128.8322214	37.70920125	42150	033-640-5384	2014-12-31
10926	구봉성당복개도로	129.0378198	35.12220161	공영	노상	부산광역시 동구 초량동 1118	부산광역시 동구 구봉로 19	54	평일+토요일+공휴일	8:00	21:00	8:00	21:00	8:00	21:00	유료	부산광역시 동구청	부산광역시	동구	129.0445861	35.1291866	26170	051-440-4742	2016-09-12
10927	북부동제4공영주차장	129.03747	35.344288	공영	노외	경상남도 양산시 북부동 448-43(구.중앙지구대)	경상남도 양산시 북안남길3길 4	12	평일+토요일+공휴일							무료	경상남도 양산시청	경상남도	양산시	129.0410367	35.40190499	48330	055-392-2882	2016-05-30
10928	선용품유통센터앞	129.0374066	35.0872296	공영	노상	부산광역시 영도구 남항동2가 273-1번지 인근	부산광역시 영도구 남항로 26 인근	28	평일+토요일+공휴일	8:00	20:00	8:00	20:00	8:00	20:00	유료	부산광역시 영도구청	부산광역시	영도구	129.0647471	35.07872012	26200	051-419-4522	2016-10-01
10929	국제회관옆 공영주차장	129.0373887	35.09978048	공영	노상	부산광역시 중구 중앙동6가 10-4	부산광역시 중구 중앙대로30번길 8	23	평일	9:00	20:00					유료	부산광역시중구청	부산광역시	중구	129.0315402	35.10547796	26110	051-600-4556	2016-09-19
10930	옥계면 현내리 339-5	129.0373641	37.61132177	공영	노외	강원도 강릉시 옥계면 현내리 339-5		13	평일+토요일+공휴일							무료	강원도 강릉시청	강원도	강릉시	128.8322214	37.70920125	42150	033-640-5384	2014-12-31
10931	구문소옆	129.0373442	37.089982	공영	노외	강원도 태백시 동점동 산 6-3	강원도 태백시 동태백로 11	10	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	태백시청	강원도	태백시	128.9800625	37.17236519	42190	033-550-2105	2016-10-20
